skill_name,skill_link,skill_description
Pirate's Creed,https://www.amazon.com/Eric-Pirates-Creed/dp/B078Q17VCH/ref=sr_1_433?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-433,"Ahoy landlubber, have you always wanted to be a buccaneer? Then chant the pirates creed every day and you'll never be far from the sea!"
Elf On The Shelf Name,https://www.amazon.com/Elf-On-The-Shelf-Name/dp/B077VL4X8K/ref=sr_1_447?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-447,Want to know what the name of your Elf On The Shelf is? Simply ask Elf On The Shelf Name and we will tell you.
Santa Finder,https://www.amazon.com/Mitchell-Sistrunk-Santa-Finder/dp/B077TBNYSR/ref=sr_1_448?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-448,"Santa Finder will update you with what activity Santa Claus is doing every day in December until Christmas Eve. On Christmas Eve, Santa Finder will tell you where Santa Claus is in the world delivering presents. Find out where he is at and if he is close by. Simply ask Santa Finder where is Santa?"
The Head Elf Hotline,https://www.amazon.com/We-Are-Social-Head-Hotline/dp/B077Y7WC9Q/ref=sr_1_444?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-444,"""This Christmas you won't need to send a letter to get your messages to Santa, our new Amazon Echo skill lets your talk directly with his head elf any time, day or night.  For example, say, """"Alexa, tell Head Elf that Charlie has been naughty"""" and you'll receive a message back from Santa HQ.  If you say, """"Alexa, tell Head Elf that Sam has been good."""", congratulations may be in store. """
Santa Tracker,https://www.amazon.com/ElfSoftware-Santa-Tracker/dp/B077W97ZRB/ref=sr_1_446?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-446,"Do you want to know where Santa is right now?  Then this skill is for you!  He might be fixing his sleigh, feeding the reindeer, or updating his list of who is naughty or nice! If you say ""Alexa, Ask Santa Tracker for Santa"", the skill will respond with a bit of information on what Santa is doing right now.   How does the skill work?  A highly talented team of informant elves lives with Santa at the North Pole and provides us the information.  Ever since Santa went missing a few years ago, the elves have planted satellite GPS sensors in his Santa's clothes, on his sleigh, and in the reindeer collars to make sure that he doesn't get lost again.   At the North Pole, pretty much everyone but Santa knows that Santa is being tracked (even Mrs. Claus) but nobody tells him because they think it will make him nervous. If you need more help, you can just say ""Alexa, Start Santa Tracker"" and the skill will guide you thru how to use the skill. Image derived from fotomelia free image catalog (images-gratuites-libres-de-droits-noel) City/time zone information derived from worldtimezone site"
ABC,https://www.amazon.com/Aitrainer-ABC/dp/B077X7P2SZ/ref=sr_1_445?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-445,Alexa would read the adventure of Rabbity and Bunny
Flatter Me,https://www.amazon.com/ReadingEveryday-Flatter-Me/dp/B077YJ6LS2/ref=sr_1_443?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-443,"If you are feeling a little down, looking for something  to cheer you up, say ""ask/open flatter-me"", to your Alexa Echo. Or maybe you're in need of a little laugh, ask Alexa by saying ""Alexa open Flatter me"", you will cracked up by the slightly over-the-top flattery. Whatever the case, if you're in the mood for some smooth flattery, the flatter-me skill should do the trick."
Crafty Christmas,https://www.amazon.com/To-the-Reader-Inc-Christmas/dp/B077ZRM8WM/ref=sr_1_442?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-442,Now you can get great Christmas craft ideas that are fun for the whole family! Just ask Alexa to open Crafty Christmas and she will give you a quick and easy craft idea that is perfect for the holidays. New crafts are added frequently so check back often to get inspired.
Santa News,https://www.amazon.com/TravelinTom-Santa-News/dp/B0783MZ48L/ref=sr_1_441?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-441,Stay up to date with the latest Santa gossip and news! The Santa News skill will keep you up to date on the goings on of your favorite jolly old elf.
Santa Countdown (Flash Briefing),https://www.amazon.com/Alistair-MacDonald-Santa-Countdown-Briefing/dp/B0785678Y6/ref=sr_1_440?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-440,This is a simple Flash Briefing skill that gives a countdown to the big night when Santa Claus comes to visit and delivers our presents. Don't forget to be good in the meantime and you need to be on the nice list to get a present.
Santa Tracker,https://www.amazon.com/Mark-Edwards-Santa-Tracker/dp/B07889ZZT7/ref=sr_1_439?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-439,"This skill provides updates on where Santa is. Keep asking before Christmas Eve and Santa will be in the North Pole doing various jobs. On Christmas Eve, ask Santa Tracker and Alexa will update you where Santa and his sleigh are in the world at that point in time."
Fake Laugh,https://www.amazon.com/LiamSorta-Fake-Laugh/dp/B078MR9JY4/ref=sr_1_434?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-434,"Has a friend or family member told a terrible joke? Ask Alexa for a fake laugh to humour them so you don't have to.  Say ""Alexa, open Fake Laugh"" to insue pity laughs."
Bedtime Monster Chaser,https://www.amazon.com/GWP-Bedtime-Monster-Chaser/dp/B078K2VCXJ/ref=sr_1_437?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-437,"Where do monsters live?  Some live under rocks.  Some behind waterfalls.  Some even live in the sea, hidden behind shipwrecks.  But everyone knows that most monsters live in children bedrooms!!   So we can get a good nights sleep, Alexa can help you check if there are any monsters in your room at bedtime.  Or anytime!!  Just say 'Alexa ask monster chaser to check for monsters' to check for the first ones.  She'll let you know if she finds any then let you decide if you want it to stay or if she should chase it away.  We don't need to chase them all away cause sometimes monsters are more scared of you than you are of them. Night night, sleep tight!"
Silly Joker,https://www.amazon.com/Voice-Craft-Silly-Joker/dp/B078G9CPCQ/ref=sr_1_438?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-438,This is a skill that tells silly jokes.
Build a Snowman,https://www.amazon.com/odinolav-Build-a-Snowman/dp/B078LLV1ZD/ref=sr_1_435?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-435,"With Build a Snowman, you can build hundreds of cute and unique snowmen and save them for later. They'll always be happy to see you, and they'll never melt. You don't need snow, you don't need winter–all you need to build a snowman is Alexa. Make sure to open up your Alexa app or look at your Echo Show to see your creations. Please leave a rating, too!"
Who did it,https://www.amazon.com/RURx77-Who-did-it/dp/B078KNMSS2/ref=sr_1_436?dchild=1&qid=1624647881&rnid=14284832011&s=alexa-skills&sr=1-436,"WHO DID IT is an Alexa skill for children ages 2 to 5.  You or your child says, ""Alexa Who did it?"" and Alexa responds with ""Ella did it."" Where Ella is a name pulled randomly from a list of names that you set up ahead of time. At any time, after invoking WHO DID IT, say ADD ABC where ABC is the name you wish to add to your list of names. Alexa will confirm the name has been added and listen for the next ADD command. Continue to say the word ADD followed by a name until you have completed your list. When the list is complete say ""Alexa Who did it?"" to hear a name from the list. Once the name is spoken, Alexa will listen for 6 seconds to hear a reaction. If you say ""No"" or ""I don't think so"" or ""No way"" Alexa will choose another name from the list. This can continue until the list of names is exhausted. This is helpful if you want Alexa to say a specific person's name. If you say ""Yes' or ""I thought so"" Alexa will confirm the name and stop listening. You can add more names at any time, up to 20 in total.   You can also delete names from the list by saying DELETE ABC where ABC is the name to be removed. To hear a complete list of names at any time say READ NAMES. After each command Alexa continues to listen until you say Good bye or there is a time out (6 seconds). Help is also available at any time by saying HELP. An ideal situation for using ""Who Did It?"" Is when something happens and no child will own up to it. Children enjoy hearing their name or the name of their brother or sister."
Ask Santa's Elves,https://www.amazon.com/Blueprint-Software-Ask-Santas-Elves/dp/B077RY8WYG/ref=sr_1_449?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-449,Want to know what Santa is doing right now? Of course you do! Alexa can speak to Santa's Elves for you. Just ask Santa'a Elves for an update and they'll tell you what he is doing.
Oodle Oodler!,https://www.amazon.com/odinolav-Oodle-Oodler/dp/B07485JT1F/ref=sr_1_464?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-464,"You can noodle anybody with this kid-friendly skill! You can also oodle US states, animals, and superheroes. Alexa will happily respond with the oodled version of the name. For example, John Smith would be ""Joodlehn Smoodleth."" It's hilarious to hear what she comes up with! Entertain for hours! Good fun for all ages. If you don't want to come up with a name yourself, simply ask Alexa to oodle a random superhero. After you say 'Alexa, open oodle,' you will be asked 'who should I oodle?' You can respond with phrases such as these: Ralph John George Smith the animal bear the state of Washington a random superhero Have fun!"
MoreScreenTime,https://www.amazon.com/Wabi-Sabi-Software-MoreScreenTime/dp/B075C4Z9VV/ref=sr_1_462?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-462,"Screen time is the preferred currency for kids.  Rather than pestering the parents let Alexa handle seeing if they've done their chores.  Either the parent or the child can ask Alexa for ""more screen time"".  They will be asked about a set of chores based on the time and day.  If a chore doesn't apply to your house just say ""don't have to"" when asked about the chore and Alexa will not ask about that chore again. If the child has done all their chores they get more screen time, otherwise they don't.  And you the parent aren't the bad guy!"
Is It True?,https://www.amazon.com/dblagg-Is-It-True/dp/B07578RFHV/ref=sr_1_463?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-463,"Disclaimer: this skill is a prank skill for entertainment purposes only and does not actually tell you whether anything is true or false. Is It True? lets you ask any True/False question and get an answer! You control the answer in the way you phrase your question. If you ask a question in the form ""Is it true that...?"", the skill will respond saying that it is true. If, however, you ask a question in the form ""Is it really true that...?"", the skill will respond saying it is false. Other natural phrasings can work, but the presence of the word ""really"" will always be what makes the answer no instead of yes. For your friends (or your children) who don't know the trick, this will seem like independent confirmation of your opinion."
Annoying Parrot,https://www.amazon.com/Clever-Meadow-Annoying-Parrot/dp/B075Q283D9/ref=sr_1_461?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-461,"Annoying Parrot repeats everything you say in a fast, annoying voice."
Boredom Buster,https://www.amazon.com/MJR113-Boredom-Buster/dp/B076XBYMDG/ref=sr_1_459?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-459,This skill will help bored kids find something to do by randomly choosing one of over 50 fun activities. The perfect tiebreaker for when no one can agree on the next activity.
Three Little Pigs,https://www.amazon.com/amerch92-Three-Little-Pigs/dp/B076YZZ98Z/ref=sr_1_458?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-458,The original three little pigs story but with interactivity to keep you engaged in the story from start to end.
Whose Turn,https://www.amazon.com/Streets-Ahead-Whose-Turn/dp/B075Q5T3BD/ref=sr_1_460?dchild=1&qid=1624647883&rnid=14284832011&s=alexa-skills&sr=1-460,"If you’re tired of hearing the cries of “it’s not my turn” every time you ask your kid to do something, it might just be time to forfeit this most basic of parental duties to your infallible voice assistant. Let’s face it, getting a child to do their chores can be … well … a chore.  If you’ve made the (some might say) questionable decision to go from the biologically understandable world of raising a single child to the borderline insane universe of raising children, you’ll no doubt know that these little bundles are acutely aware of the equitable distribution of household tasks.  As a caring parent carefully in tune with the feelings of each child you’ve undoubtedly established your own internal mechanism for ensuring nobody lifts more than their fair share of fingers - but the odds are stacked against you.  Kids of today are raised in a world where search engines and voice assistants prove parents wrong a couple dozen times a day - so them being the critical thinkers you’ve raised them to be - why on earth would they believe YOU when you tell them it’s their turn to take out the trash.  The flip side of a tech savvy youth is that they inevitably believe just about anything it tells them - so while you and your tyke might “verbally spar” for hours over who swept the kitchen last time - they’re all too prepared and willing to dutifully adhere to the commands of the disembodied voice echoing from the corner of the living room. Now, if you’ve made the grave mistake of raising your lot to be openly defiant of technology telling them what to do in some sort of misguided attempt to prepare them for the inevitable robot revolution, well then that is your poor decision making catching up with you and you’re going to have to resort to being a competent and respected parent."
